"lambda","alpha","beta"
0.104171233164979,0.671290694529917,0.000737175297641628
0.0884482739680685,0.68133002899039,0.00115822129835618
0.117029979324395,0.761630953872896,0.00190561301188736
0.07180985585845,1.03889983657139,0.00140388990761212
0.0902655214185748,0.740437050079222,0.00106778760629936
0.141526144803211,0.731668807130425,0.00108104691822956
0.175629586309057,0.727856377049348,0.000667873233245432
0.102272665174286,0.736906129676331,0.00112643686068224
0.0688705988891303,0.463094531534566,0.00067429337289858
0.0127120263484334,0.84000392645324,0.000861568570803934
0.0911652106003675,0.911181601746093,0.000766805548105034
0.201632288226787,0.825477419064896,0.00172704731714215
0.117218605664086,0.879650513176877,0.00123897761171561
0.102577523097551,0.720734148436348,0.000776692355874324
0.175827059358236,0.777146239260882,0.00120416329752375
0.113029313714504,0.834557940485377,0.0011950636038661
0.10997969006034,0.956448070556558,0.0014217969145553
0.129938364636821,0.758201927413595,0.00100338399492965
0.109250430908537,0.824766245643702,0.00125612248170987
0.0864866846858848,1.11406464147444,0.0013910772526426
0.0874606900263903,0.997604337353551,0.000990935513948619
0.0824147086041237,0.853167758743571,0.00172764528892929
0.107234203400981,0.939030785367002,0.00184430435989113
0.197377090531429,1.0791261041365,0.00119203763410013
0.142961393070451,1.15413664613617,0.00126062956182976
0.145886349546486,0.806509779363375,0.00116084964328602
0.129372917674337,1.07131716271481,0.00151550154338041
0.115568073974094,0.769717257671056,0.000794817087617214
0.206349412962279,0.927135833996252,0.0012139631677559
0.0961310749944483,0.832100811400132,0.00109018291263346
0.355496234758652,0.829567956707728,0.000862932804710331
0.164313091307232,0.726526678047695,0.000844994837642127
0.0696592624219877,0.618994864681146,0.000765931779923315
0.135380098949234,0.79637919114706,0.00126059376742369
0.0620975426942237,0.886756465747172,0.000991946189568108
0.0829112211741614,0.787017774430142,0.00106474483621553
0.090292513448387,0.950999792098489,0.00103669065622978
0.10850459916003,0.860053871707999,0.00181176549196514
0.107712599840223,0.56935068192257,0.000817913399812087
0.086273218059608,0.847509002411446,0.000882383778070944
0.118107056277097,0.877542591971218,0.00131109817265007
0.104447751302168,0.56974491180701,0.000673922193844952
0.130387552202968,1.42120363421679,0.00157089922239729
0.0613849750372491,1.307673725566,0.00161573615025362
0.133974099112737,0.92191276840781,0.00121279524596026
0.177595561872998,1.13103714949312,0.00118499221778611
0.172044432482549,1.0771418317566,0.000844071126753201
0.093846708736703,1.09813904075156,0.000946563587505461
0.088952046934923,1.4860954623658,0.00144873445664605
0.104471911566558,0.86008521092119,0.00118757446676945
0.135287531489475,0.996940877351557,0.00146978694015318
0.137757461042239,0.736500807158666,0.000765148189912837
0.20212466217883,0.766690234199819,0.000891399811545297
0.0791986650009978,0.918107120007677,0.00129742088506281
0.0797264829464022,0.901159585840482,0.00111037818570163
0.0888786965868573,0.884925859831049,0.0015688506240008
0.149962444896001,0.853920662231783,0.00121674945876128
0.133134275935089,0.886178973793173,0.000960386328070511
0.0916554702395479,0.782046803156363,0.00112731113982443
0.113274252534701,0.854682066803429,0.00125488653253523
0.119112159715666,0.961075873481797,0.00170524905240098
0.183582107073485,1.06747667006958,0.00120415336950452
0.14301849451515,0.761614178166109,0.00102980029178855
0.164535144166947,0.699348924377624,0.000740982731069435
0.10336448881384,0.802926219921746,0.00132032013256729
0.0841161950272318,0.664503429983472,0.000823889314085729
0.0958635157936737,0.948117288531387,0.000946517604722471
0.128009609451029,1.08530412821086,0.000958713419672045
0.157839408545289,0.728363088037617,0.000580720492108915
0.172479110271576,1.23446045983848,0.00132539474318332
0.152283493490351,0.894523518278322,0.00085882388540456
0.111713784654877,1.06008149001184,0.00130503101018141
0.133001158166553,0.820830707784852,0.00115820767786919
0.205213993875727,0.952923109586665,0.00113964924036765
0.145604016726161,0.798215439459801,0.000795577990939219
0.0193877173772121,0.804079612263984,0.00130098216055189
0.112059501209246,0.848056745054994,0.00117264339929799
0.134726651178687,0.743066118441408,0.000890822962555745
0.105154791873299,0.992694602198325,0.00130989332029501
0.236346206485516,1.03914687459222,0.000950387022357254
0.0637467095804719,0.761114963591153,0.000806422466976064
0.0321113837360649,1.28530102200432,0.00146581040609098
0.169410057023783,0.752442573772854,0.000853253771867634
0.128478338201253,1.01079236850537,0.00174691641084025
0.134123512916482,0.956615856645447,0.000783585721077863
0.131976916445227,1.3066206336419,0.000831035285212909
0.136600150012117,0.73515416326537,0.000975586924340435
0.150360638547265,0.763472070591273,0.00111025444700985
0.149067060096064,0.718733397821537,0.00103769530934605
0.14736785021417,0.944858092731292,0.00107568775179046
0.0953905378493682,0.799489825536953,0.00116129847819287
0.10749226119597,0.936210757818716,0.00116675058398249
0.154505924186256,0.681835290519215,0.000858809542030872
0.0997482444258435,0.77287987137951,0.00101850901409046
0.112428306024982,0.780526811648214,0.000938461213947512
0.0866075104846774,0.748569027180248,0.00153658554784088
0.0323286971761987,0.88122587850212,0.00146812835771506
0.130141476556538,1.02448745612303,0.00139996767002176
0.221583573038851,0.840193943277754,0.000942083825018572
0.166269087456906,0.907556521945859,0.00114883600015865
0.0780256684724083,0.932197421658418,0.00113002681660232
0.0814573234524535,1.08279054443724,0.00138218974270601
0.170365508867476,0.993886566931705,0.00119434363951236
0.189801692087314,0.926288144788545,0.00164621276715452
0.197962732415579,0.805766543912298,0.00101010077769427
0.106090711648628,0.782260911346528,0.00121128459938404
0.0970901562891178,0.846842247955285,0.000893633704593185
0.112835261558056,1.02186396929346,0.000950047234645478
0.169925641192932,0.734419464548142,0.000947965332699105
0.0890333372958377,1.00823217822999,0.00106741109169493
0.199108819274738,0.958211451297001,0.00131503442658799
0.124448024955206,0.718102666800039,0.000822938387392037
0.158582876083061,1.29076325860503,0.00145646709848899
0.0702134750114765,0.941748548466009,0.00174066431708359
0.0823474974827777,0.797559542382784,0.000861516384782684
0.215821546506367,1.05556736470066,0.00085002940226654
0.048286118018152,1.2391949618083,0.00147700830430898
0.223412970050154,0.838010891269157,0.00098725113828755
0.0854942327147765,1.27897982077708,0.00130868621088293
0.0339498767540595,1.05475768729799,0.0012228188455667
0.0786985252122365,0.891893221492896,0.00128148257867674
0.0655527833077067,0.939369976817514,0.000951500039115311
0.263926361180953,0.721116025637022,0.000963268769284169
0.0890634926627076,1.04954309416366,0.00138759485474782
0.0875686277421947,0.678069812843086,0.000807908940161319
0.13876153527107,0.709798838036442,0.00108375677997154
0.138039002857158,0.833002978974314,0.00106915472111414
0.0830756165103413,1.06206686006085,0.00187149972522768
0.237556457279026,0.677545524355327,0.00111682750057277
0.249400813433613,0.81403900264768,0.000919453152637916
0.230397314213417,0.855786653138081,0.00143148853925433
0.123404571544344,0.935456535649438,0.00114969256589306
0.0970346869272874,1.09027598808501,0.00104466665827019
0.280250486035245,1.01152702903998,0.00110545458703597
0.121547083648066,0.781008029147451,0.00124836867592376
0.0335931627328616,0.757451157292015,0.00083034955981473
0.132709440148596,0.80533478811237,0.00081571008867129
0.127077206352507,0.765368753327326,0.00089147744073691
0.100355096266817,1.25807001689155,0.00151552823426332
0.23765332025533,0.812115586443534,0.000668867907673054
0.249633470445572,0.769457010733714,0.00102657910111608
0.115835596164057,0.871715121197654,0.0010672703923905
0.082309655608702,1.22315538711835,0.00118545331175087
0.269463438969267,0.834421155213514,0.00103359087116199
0.108360077482276,0.63520128550763,0.00105935210095713
0.0194637906324038,0.901861031493055,0.00102298921743854
0.109951923522174,0.688134940577091,0.000599471287243455
0.098225279823103,0.751978065193466,0.00159821371390103
0.114950116857556,0.810721692679671,0.0013264362510336
0.131974874764025,0.73239088090314,0.00112062632294016
0.165429892296256,1.02956936623559,0.00164174019258321
0.15903430116586,0.658333192680165,0.000975398202926779
0.129205483578609,0.874215097301201,0.000777327866061957
0.0395771491400084,0.800512067263711,0.000926860306665066
0.132062471401451,0.697190898543107,0.00082841321645792
0.0739062166022533,0.882706207478825,0.00122299509502496
0.0925921191074822,0.888829390181406,0.00087045421134331
0.210614050678704,0.87764600237051,0.000925597536952067
0.0260490679784952,0.775576012888369,0.000652601207461586
0.0730437924724264,0.980896626203212,0.00114724990785216
0.122135993775549,0.770914069655064,0.0010664302843812
0.253892725317155,0.753612798291718,0.000393777009928471
0.0941187172214012,0.774163090764658,0.00084914585367156
0.13989762854253,0.918477543704264,0.00140481997823272
0.0980718659486887,1.00749119142137,0.00171326898487365
0.153288644459046,0.711441598419238,0.000938644838386774
0.252821812904995,0.636607064284801,0.0010979407272772
0.122123034357732,0.678676193758461,0.000935824711228979
0.178941483368416,1.5503312145292,0.00148222605189469
0.108477977635226,0.632482898385716,0.000765298793343879
0.082420502958273,0.668116892147582,0.000996149793051563
0.148288736777789,0.691810924944842,0.000712381533315349
0.31055523796536,0.811372221254309,0.000846126880716631
0.158772062661925,0.893504132821453,0.000815331714778305
0.0978499960402884,0.787464023427388,0.00160358924137629
0.0594795668710925,0.908699925259181,0.000835320054013286
0.257725921317313,0.828584753992439,0.000687854184325989
0.0768204507330021,0.81382019150114,0.00120327761674286
0.093368278315888,0.791494727927811,0.00102618976189061
0.120842760013929,1.24967879599863,0.00118598094635704
0.157620723327406,0.703430103763011,0.00123806727773008
0.169185940837748,0.698472558775017,0.00139153747386192
0.155789191768916,1.10121106658238,0.00149345230493268
0.10180171077349,0.836014903859745,0.0011329718329001
0.13867511400575,0.820565421544734,0.00127125329572437
0.124246472104729,0.818375041285776,0.00131440315783403
0.140271781205309,1.45529711725088,0.00100305066673004
0.108832858970759,0.699777264209652,0.00103349456734143
0.118953703032177,0.870276719129516,0.00130543270951481
0.11684158502215,0.670233203503075,0.000958636090194029
0.0856913525499426,1.21656963156008,0.00172142402832705
0.14319012183813,1.07040522740681,0.00135181298632759
0.249880691422598,0.668803064291543,0.000809291186074093
0.0865964595668102,0.736596910275912,0.00116545134624408
0.00455569899862292,0.783053015697462,0.000989943281136832
0.117572251888168,0.721871938713485,0.00106701579401268
0.0838727471132189,0.901819833287714,0.00118366301542355
0.121083340993263,0.74384501137779,0.000959833267075548
0.11514175765844,0.954908049813138,0.00116053559704991
0.0769375765345534,0.791977456528939,0.000870192189474323
0.242082700667022,0.878671018849617,0.00120565083440595
0.263182072982159,0.870374007394071,0.000591222046359992
0.0764966612969498,1.25036928103311,0.00131437826845837
0.149961626463641,0.808206531836371,0.000705905367124199
0.202238738676678,0.643806561201611,0.000747978275801099
0.0911145486315957,0.793812082728361,0.000992369675824786
0.206252399421491,1.08015939312962,0.0019117254175901
0.157277013583746,1.46936043000656,0.00124416733436337
0.0750488615968871,0.880783875843598,0.00128487308605577
0.142474187518491,1.01517373444767,0.00181226556110459
0.0818166450838948,0.691069061878789,0.00133949324687275
0.105471388099436,0.738810215793596,0.000851480860553741
0.118128897916981,0.972329516073648,0.00140152696121488
0.0914912025830173,0.83919920653761,0.00113073316980801
0.0445715502629739,0.797219320949392,0.00121664384833275
0.31078036293871,0.792699068772175,0.000897429331175656
0.156260486681424,0.932754870783646,0.0006961724908608
0.184034240821893,0.958867801254272,0.00173859578673229
0.154479923502102,0.681053699291353,0.00101824454546547
0.133808960485443,0.896700072026859,0.000886865067286239
0.0494593788805123,0.819623185167107,0.000734389308202835
0.0192903429204355,0.610403563915572,0.00100069774012625
0.129230512053449,0.786467623872475,0.00102099223095532
0.054663627505293,0.862550947068922,0.0014033807971714
0.100322034746476,0.791289684637783,0.00101461879964532
0.108974601662505,0.860125373695436,0.00111661786299576
0.105722562448232,0.679418036441055,0.000800974223807557
0.109057127978271,0.908721677470017,0.00101369147769534
0.0763676280213007,0.931403109326981,0.000940961508449888
0.0926502813149772,0.905231798408809,0.00170512636986063
0.0810763129739537,0.763694395018113,0.00144229041479204
0.100205845402746,0.761510439177862,0.00104222776348171
0.092818148329466,0.741902601781214,0.000919126714503197
0.0956487280900333,0.880194752092813,0.000855883329125372
0.163228040293192,0.855230243220663,0.00087275974052828
0.131176994789661,0.943967897320224,0.00140316819884674
0.0798965433169256,0.754569423918769,0.00097561690207653
0.0973484178450648,0.686998072766373,0.000933886521568708
0.0922550172497754,0.640759208611024,0.000721325185311805
0.117819149433378,0.862967441986823,0.00115066210477243
0.15096889197841,0.703243913189198,0.0010178711637053
0.0292103852677459,0.712730921258989,0.000806195823226484
0.0961978165834327,0.718054249949212,0.000825135245628853
0.0923621781331978,0.649505068888952,0.000791949765639708
0.274574949986842,0.883813044247675,0.000756784168213214
0.13286835270357,1.06843809828575,0.00110480270689905
0.10437697852744,1.10425415070089,0.00154112024951386
0.106208631070865,0.678159027168131,0.000865644379282703
0.143602688765078,1.25714802755627,0.00157179202462777
0.127685286664542,0.71503061153509,0.00116937019439248
0.075339449667179,1.33489627746451,0.00133465741384842
0.0934396849014284,0.903520482236324,0.000975982168937566
0.138735117120259,0.765443552734006,0.000820691899596915
0.165993094827223,0.82784977681856,0.00128037213610833
0.165011532311406,1.10587400948538,0.00152502471953223
0.237206703786688,0.932953664507124,0.00123513564828088
0.142185540831344,1.06345427563183,0.000923418172261586
0.133305729046354,0.839378921558674,0.00156004224576072
0.103679358072073,0.819485681753666,0.00129906144785306
0.0863918541673875,0.825923697094269,0.00105733017794327
0.168965883660152,0.735220017365759,0.00108436328924263
0.159811376326886,0.759580960092336,0.000674791450370444
0.153724789292781,0.883548111543852,0.0012995248622494
0.13317669089173,0.809032785985396,0.00138871762013648
0.104268574117075,1.00813643443827,0.00146096226618841
0.324739293323056,1.05103987799691,0.00134110807855112
0.114166746512161,0.828608041230488,0.00125645763599087
0.154495144310231,0.876873580011488,0.00123838863635179
0.112653866334778,1.18917231709716,0.00116325243635846
0.110245958275452,0.92850895729917,0.000785542487492389
0.129096669852116,0.863376746901078,0.0011343286324402
0.10089845604957,0.708417775466045,0.000946666635158086
0.118514987475203,1.12902070117107,0.00120252641847549
0.129312023958591,0.764688200010512,0.000704901198315689
0.111457623458446,0.84583550018556,0.00157437995616992
0.087598816350526,1.45118384675081,0.00116216819463865
0.139917061001869,0.692966289399019,0.00162714524654875
0.221663449069957,0.998553494170162,0.00102588750521965
0.112776645871433,0.783173503210853,0.000978607158470974
0.0862722143731419,0.728887828970394,0.00096700641609107
0.100605637413335,0.563248221967462,0.00105865661195027
0.0946543277693646,0.973293892868415,0.00150611507766857
0.16665021450641,0.720471618727413,0.000996591559039147
0.0893941535028236,0.796861071524837,0.00127771618832664
0.110175511655418,0.705227500666414,0.000627830939294823
0.171070000617589,1.01658493621935,0.0014479162511633
0.167278504798767,0.743428494942707,0.000808213535186633
0.111922387960465,0.924277165314885,0.00100994428194427
0.143790555952255,0.702766214425189,0.000909489340592229
0.0814177463575504,1.21773647835123,0.00238912293420328
0.219813673168941,0.771239535680708,0.000791914936536189
0.0618278743296342,0.670519594259406,0.000770877143028103
0.10097471654266,0.710874012063642,0.000766460750677895
0.0757432194239182,0.736989056555275,0.00110675635626114
0.0986008794051982,1.17441544296437,0.00113082444527136
0.244109277265091,1.03140662960571,0.00110020036207892
0.1270622582834,1.30354321524726,0.0017015891013314
0.147980768261946,0.778492341113712,0.00153100801376572
0.105642720496527,1.03054193662499,0.00128308157410679
0.129462736691341,1.02772109947431,0.00131336392654909
0.110570529197202,1.44348979944192,0.00174425458861245
0.139329678039212,0.963287634486527,0.0015036227667022
0.090479800647607,0.898418520545477,0.00104245578826626
0.0354354329725419,0.944644171956157,0.00106622015490674
0.13767958480417,1.06657265439987,0.00179608501088934
0.100452747939809,0.871503475981032,0.00105956983225221
0.142595595635321,1.01926649399283,0.00103356862547974
0.20790399085662,0.935197508778165,0.00133354850369613
0.209490808505325,0.858554233279662,0.00105552020802132
0.0937079168011034,0.855747844308621,0.000915143960941983
0.113267544776644,0.895785569285035,0.00093376316068776
0.0785002041057735,0.692450038712775,0.000821333151324841
0.120482292852706,0.753227846705118,0.00104135897140041
0.222140083610833,0.832248706162297,0.000878697590904855
0.114069189070664,1.01064248894673,0.00115940112625982
0.17278399971605,0.801920113972537,0.00117116227752727
0.0962699399822696,0.729988680585894,0.000872806318188516
0.115984014597964,0.971089320864158,0.00143948453302225
0.0817104391147467,0.698954897991356,0.000884372262294204
0.150181656593834,0.786082686570025,0.00100176234711719
0.0330141045349691,0.838667319156919,0.00135635060191241
0.0102166971198674,0.777426495531079,0.00131555122594235
0.10604037125447,0.789899749981233,0.0012392287103394
0.149945630622218,1.13321771505266,0.00178231371378285
0.270569065616377,0.964850006919763,0.0010700906752273
0.124499083763781,0.81835849697882,0.00132569733300815
0.101535906634896,1.0468945985762,0.00159444526525701
0.175277821628694,0.87677387375081,0.00135582603981085
0.0970923390774296,1.21516728960261,0.002023135151861
0.102313541669542,0.877360791389048,0.00138280662735767
0.0994685717295761,0.810285406584442,0.00122944032642911
0.103090076572648,0.789910235763157,0.000912255122619581
0.102377079080665,0.799709927464856,0.00139287141308289
0.0340284728988716,0.75922558742045,0.0007990593869492
0.181260084699628,0.895681228709143,0.00137825563719925
0.108283838086329,0.772665761767394,0.00145317344809896
0.100766604058906,0.784415810768059,0.000625774888556006
0.139340929371152,0.744778402551534,0.00191600492876031
0.128719030947968,1.09747405958719,0.00133170712217202
0.0854330786983987,1.08283531895678,0.00166528561646385
0.213273607446841,1.07444516152814,0.00129416556946096
0.12272323039415,0.636379146234948,0.000756978520214121
0.100327183546067,0.855395719793458,0.000837557866826368
0.0970177919729714,0.709259525858238,0.00117715473246248
0.124023802154553,1.52332847115632,0.00130724762606802
0.049057514046575,0.498925969204582,0.000522007938770401
0.0384871150013594,1.05243729584696,0.000966776831409943
0.105533173431977,1.47412600827861,0.00170200064991599
0.108427347988438,0.984666884572675,0.000914700601159099
0.100333111111973,0.684064967743373,0.000700966659387113
0.127172744799581,0.700330854748292,0.000829537063096769
0.102095470153787,1.17935989845302,0.00196039663433168
0.184219140446387,0.907597992871332,0.00138133851510064
0.17339540627509,0.899915222975541,0.000885650184178214
0.106681981434976,1.16082889085294,0.00148578007617738
0.0647159952130311,0.834077007587716,0.00118154132716613
0.187450635245755,0.663143268681155,0.000906708737492256
0.183732379816949,0.903052558477862,0.0010069704469714
0.107847776324056,0.843334853753013,0.00128278841037162
0.109926561052398,0.86999131210283,0.00149608387400748
0.104266677397803,0.665374540497676,0.000836716852421947
0.15633936382842,0.972579835517788,0.00133527574216283
0.0808058538444233,0.844653584831433,0.0010425460347226
0.0387641521571456,0.860640443776313,0.00155701468567675
0.0747577630759286,0.855711587143425,0.000910538872652128
0.0992520587451892,0.754638139776657,0.00128438537889203
0.0930357551628407,0.829423816189655,0.00116222291952993
0.194114776542855,1.32643559978745,0.00292266218765473
0.112775106414254,0.828625829428048,0.00103187974772876
0.156978241389363,0.767427975780661,0.00100375228760338
0.0995915500660235,0.745534121635486,0.00106131717699024
0.100467438835706,0.848462249684344,0.00140765868695081
0.18371769797439,0.711956099010244,0.000740865671285496
0.0505974290068419,0.975764169414407,0.000900055330633983
0.104500818877704,1.48177656816479,0.00117786043777998
0.145889851008435,1.24834347525175,0.00182758367948335
0.153765472838187,1.13627564656963,0.00168147372246728
0.159996940773964,0.897174434948714,0.00131204472818559
0.127645882956446,0.865631118084232,0.00126700258042473
0.0895639826091763,0.803489607537952,0.000972260084629841
0.105243660632757,0.915202556448795,0.00132930995036222
0.12405251387953,0.815294169303882,0.00122510439705627
0.111517015539842,0.748334536134335,0.000811941272691853
0.00953497406170954,0.849386835629813,0.00133068428763656
0.229495927094303,0.783797746813047,0.000719378609880788
0.162920175686416,0.839263055428808,0.000947188022884959
0.0997387913010197,0.832731298336551,0.00139385020136266
0.137415932163521,0.819261743464091,0.000828285845896641
0.189210414548878,1.05193060931485,0.00219467837565307
0.0428168072747247,1.1058985886282,0.0012623678517274
0.0801430381666582,1.10047323186645,0.00131424892030962
0.132335677876919,0.894438996014399,0.00100015220020436
0.13036903018415,0.608016240975436,0.000765332113757608
0.101611309130115,0.764267566208229,0.00109627518728307
0.106421753200997,0.962301542056387,0.00119879891839434
0.14576099557677,0.710895457728246,0.000745244560875685
0.114472434356131,0.635479140480232,0.000858653423095271
0.00751655504383858,1.09609211411296,0.000817883390765857
0.273229612301101,0.606249781167549,0.000684278980615351
0.0266720080464472,1.41118625788068,0.00148303703915302
0.151675714385481,1.7047299960674,0.00166042466082134
0.0535478883559047,0.880454864811177,0.00100644311647088
0.143979260627478,0.957309855067628,0.0015059292182951
0.107981976167333,0.791800185961219,0.00112166717956889
0.0826749459536711,0.71821956956983,0.00108131103531786
0.0941820410716601,0.712919748420517,0.000840762951322112
0.0803231774856929,0.813043443346085,0.0010471846954571
0.0807986810262708,1.11399717638587,0.00136994862763838
0.0974998946386905,1.04390297871707,0.00110414299789043
0.0661324067492582,0.752491526763015,0.00101125930047247
0.140784234634486,1.03351841007893,0.0013982789382838
0.0814835891663742,0.91647154449281,0.000873509033776302
0.152400008707221,0.958893323991708,0.0012672410053824
0.172662273578186,0.76945838775334,0.000885979917590725
0.0963758250297897,0.92278585088957,0.00162056384081841
0.094611860305022,0.729810459826222,0.00141605033110751
0.213338146616066,0.72389259961815,0.00102287620165165
0.121503530160181,0.706181887934444,0.000679243227492301
0.123919179692078,0.988554185551642,0.000950655579023062
0.0244488593735608,0.84161671358599,0.00112100464967355
0.0646742559117518,0.983016515032327,0.00117612583306133
0.135648790100419,0.83141928684161,0.00094863929456466
0.0808294417345258,1.10892412562973,0.000904648321049919
0.0638803153460765,0.825341321352702,0.00120591285378028
0.0582224949942664,0.712891574274463,0.0014793940153802
0.258244211920011,0.816567465743048,0.00118636568184299
0.0826531224394585,0.851797515090531,0.00112871273590506
0.0662494695841717,1.10874950874635,0.00110714004012913
0.122995725776643,0.853907759194002,0.00124917029530366
0.110552744172315,0.987844488516873,0.000895618864359236
0.053130346815691,1.1161479670687,0.00151790322785808
0.069841453316744,0.762165348850416,0.000802783350655031
0.0133420503008875,1.26537451015573,0.00118665177770387
0.115420998346064,0.771043345779254,0.000762848107615436
0.0772342618196042,0.749432603623669,0.00133837974846459
0.0736232675529662,0.748142316638944,0.000917234763362541
0.127665822963286,0.786847960173288,0.00107786582054446
0.317552312599668,1.05809001110607,0.00161693281592371
0.0938302002803281,0.850616060348007,0.00133944949084581
0.0978768426217477,0.850574328885231,0.00110369978569891
0.108044603630186,1.25916292286603,0.00137516202979757
0.121742427887153,1.10526558506788,0.00202143884574388
0.110868010181505,0.883955299546087,0.000949945199779501
0.229091919720139,0.941520671309004,0.00132754427249686
0.106328229995599,0.808640196741037,0.00152221051959404
0.136497028713679,0.674559947968926,0.00115166225496232
0.161497837134913,0.759923797824962,0.00110026403125899
0.119399857158468,0.887741225037393,0.00111351325861849
0.114694386027924,1.01868601504632,0.000949907485388408
0.200975095337854,0.980838926432013,0.00160163606688556
0.129671381259806,1.00006844480597,0.000958782043753298
0.16206707469048,0.991527983775486,0.000686214391889938
0.151195923348277,0.784289658428761,0.000988441722768123
0.0851177938829987,0.780294278991419,0.000918924068707253
0.0676301218169961,0.746037433421124,0.00191496583142818
0.0942118591328537,0.80032642935888,0.000999715800280576
0.106010183176113,0.729380679983993,0.000777869414445687
0.321790518407364,0.86156474621811,0.00105160768874137
0.102616940383824,0.813982003441433,0.00159947440298985
0.24878035023695,0.886610744266729,0.00106311415793206
0.053614918217844,0.865984671786042,0.000965540557831719
0.105348015998447,0.708644704321088,0.000845739584085927
0.0876427805649248,1.08595575641955,0.00184009327134126
0.130951282038518,0.907706459107453,0.00136005372002292
0.126913012021788,0.736586665636366,0.00097892519935516
0.130231953653108,1.01703321267552,0.00113554586377755
0.100283124425017,0.877237628584184,0.000914519773634663
0.13588365962165,0.811295798063815,0.00114236477639727
0.0878874642665518,0.650768429722126,0.0010471711172282
0.140466609171712,0.695903559180092,0.000900182550909594
0.113889644666652,0.715019312538664,0.000931009618179026
0.121194605870115,0.838059902592498,0.00138438773989534
0.108224854637425,1.41507941131711,0.00144259526781358
0.141731252767274,0.829476488806946,0.00175316786908325
0.000347185743769285,0.662061815227901,0.00103145554704925
0.0890821173600012,0.70333407570503,0.0007973680671144
0.340110796729279,0.908715027646025,0.00094492845353678
0.14697793887239,0.675719254304595,0.00160221213325425
0.0786097032081171,0.89037745934512,0.00135879574279915
0.0805463264729063,0.783138005724913,0.00108044315521169
0.129776322999592,1.10214061334158,0.00118871034515288
0.16688993665411,0.887969043515758,0.00105106308013624
0.131390404187918,1.0230370277888,0.00134027353708636
0.133516440447401,2.04454352678833,0.00146606680738999
0.143342261821027,0.780838838121222,0.00175680173081193
0.120875429022389,0.923403977055158,0.00128509449988473
0.0953971457488245,0.636238266554642,0.00116450100575161
0.102065218834106,0.834390552494846,0.00104179327266777
0.096995624912113,0.69014429992408,0.000717964411470688
0.166788172549963,0.847988643635401,0.00100318034994094
0.145879747383366,0.749881145848075,0.00176525210492778
0.162178534718452,0.791780481453724,0.00155547297459067
0.151618631501742,0.848662479296364,0.00108707528629268
0.133329017686955,1.02825397179827,0.00114263328813212
0.108641723211549,0.787466136698895,0.000864178567401914
0.0871654873455451,1.02479445811005,0.0014964598651663
0.0799685058818321,0.899618666699315,0.00189011559400774
0.170631533974289,0.863927607525177,0.00108449392784662
0.0968273870705672,0.659155417151193,0.00111784550185262
0.118157801903044,0.945975573788826,0.0016512696513878
0.0490107839535762,0.68852832687876,0.00113061471752865
0.124826958710909,0.709268494857736,0.00102210180993909
0.131607569915664,0.812484822193369,0.00124958769986329
0.157363819393869,0.735621835603788,0.000764957760938548
0.193346608542123,0.758122166738492,0.000871711474372996
0.0492674062330848,1.00823435096795,0.000977980973239342
0.115967186830371,0.858765184571422,0.00110824470872033
0.119531725289517,0.770549230620623,0.0011158145505231
0.116024322813683,0.707579864456149,0.000863213126548384
0.138909123476862,0.947939704672432,0.000968425020432957
0.0971667336166707,1.09931084050241,0.00138633995726642
0.0755403312228864,0.872586073085046,0.00125662241111889
0.124582973344921,0.784627361826357,0.00164990013807502
0.0845383873674301,0.811141206322419,0.00107471714508872
0.276340932894274,0.801224853105437,0.00101322043421365
0.104430320593927,1.07996331298515,0.00149848039370999
0.107598958746261,1.14133675521055,0.000975769543912192
0.075157727357289,0.633219506424858,0.0013106947040211
0.10483684617421,0.916955298354959,0.001601806071294
0.0930945078577624,0.785619477455789,0.000799723290513384
0.00416729335672339,1.2692692615084,0.00159363897700642
0.156583362088253,1.06413554372906,0.00112866993512229
0.121812354272554,0.806210383728399,0.00104255527634745
0.11522624576115,0.763222506657179,0.00102857870676888
0.302902261540593,0.939729188084595,0.00115741022347828
0.173779072468922,0.978231403379793,0.000971430940105669
0.183608940685662,0.807542085219905,0.00102379626852168
0.0744655462248305,0.813243746203974,0.00114908215422461
0.0521227075320741,0.918983934317159,0.00085575410303991
0.0205546120056747,0.828590220542424,0.001740596336462
0.0645036559960119,0.84649506664634,0.000996853415584807
0.0921533127867371,0.846790261029275,0.00114109173252659
0.0223567112240273,0.724345021392093,0.00104501532875818
0.160379344785093,1.0379898062087,0.00127303445492148
0.220430268634023,0.900847866446625,0.000614823084470335
0.224056928937592,1.10884522284619,0.00107008888863656
0.141496056111779,0.890708935805634,0.00155516797428032
0.089130166897853,0.880111586656696,0.00124201580190125
0.139316359384993,0.877112259469754,0.00108971498049096
0.0393163032658433,0.780717037290553,0.00125884257039572
0.0997867775242792,1.03542470829468,0.00105476799074401
0.192159961282747,1.07612768117503,0.00135680059237717
0.0996115182124219,0.841348140550366,0.00119217425763969
0.111928709881108,0.770712198949375,0.0010571320803595
0.160741787088421,0.825539156693998,0.00125001284540406
0.0691453949006379,0.8930797738201,0.0014564952998975
0.110045720624296,0.625091303670435,0.000891322296396981
0.200349858257212,0.948887780215,0.00138250607899076
0.1743478893951,0.901346013702959,0.00114369351127097
0.130679346482227,0.831247632495227,0.00113417227580086
0.2766626377632,1.1120279492308,0.00178803393880154
0.216005026147958,0.83245910299607,0.000671208032122946
0.180108493657592,1.18230733420898,0.00191834892579476
